Node_ID,Timestamp,Data_Type,Data_Value,Encryption_Status,Access_Control_Level,Latency (ms),Energy_Consumption (mJ),Throughput (Mbps),Integrity_Verified
2213,2024-11-04 14:10:42.649443,Medical_Record,948,Encrypted,Nurse,46.91,0.571,11.67,Verified
2214,2024-11-04 14:10:52.649443,Medical_Record,661,Encrypted,Doctor,63.32,0.458,6.01,Verified
2215,2024-11-04 14:11:02.649443,Sensor_Data,992,Not_Encrypted,Nurse,54.57,0.582,7.81,Verified
2216,2024-11-04 14:11:12.649443,Sensor_Data,71,Encrypted,Doctor,43.58,0.649,13.15,Verified
2217,2024-11-04 14:11:22.649443,Medical_Record,365,Encrypted,Admin,37.84,0.494,9.35,Verified
2218,2024-11-04 14:11:32.649443,Medical_Record,349,Encrypted,Admin,48.21,0.282,12.01,Verified
2219,2024-11-04 14:11:42.649443,Medical_Record,991,Not_Encrypted,Doctor,58.56,0.622,9.38,Verified
2220,2024-11-04 14:11:52.649443,Sensor_Data,403,Not_Encrypted,Nurse,35.36,0.44,9.79,Verified
2221,2024-11-04 14:12:02.649443,Medical_Record,103,Not_Encrypted,Doctor,37.25,0.255,8.25,Verified
2222,2024-11-04 14:12:12.649443,Sensor_Data,537,Encrypted,Doctor,31.35,0.425,6.3,Verified
2223,2024-11-04 14:12:22.649443,Medical_Record,513,Encrypted,Doctor,50.4,0.512,8.32,Verified
2224,2024-11-04 14:12:32.649443,Sensor_Data,181,Not_Encrypted,Doctor,59.14,0.51,12.92,Verified
2225,2024-11-04 14:12:42.649443,Sensor_Data,251,Not_Encrypted,Admin,38.05,0.53,10.89,Verified
2226,2024-11-04 14:12:52.649443,Medical_Record,712,Not_Encrypted,Nurse,44.49,0.612,12.26,Verified
2227,2024-11-04 14:13:02.649443,Sensor_Data,309,Encrypted,Doctor,39.97,0.474,10.4,Verified
2228,2024-11-04 14:13:12.649443,Sensor_Data,737,Encrypted,Nurse,46.16,0.49,8.59,Verified
2229,2024-11-04 14:13:22.649443,Medical_Record,345,Not_Encrypted,Nurse,52.18,0.481,12.56,Verified
2230,2024-11-04 14:13:32.649443,Sensor_Data,462,Encrypted,Nurse,55.29,0.652,7.64,Verified
2231,2024-11-04 14:13:42.649443,Medical_Record,392,Encrypted,Doctor,43.74,0.474,9.09,Verified
2232,2024-11-04 14:13:52.649443,Medical_Record,854,Not_Encrypted,Nurse,63.54,0.442,10.26,Verified
2233,2024-11-04 14:14:02.649443,Medical_Record,683,Not_Encrypted,Admin,59.11,0.399,10.34,Verified
2234,2024-11-04 14:14:12.649443,Sensor_Data,981,Not_Encrypted,Admin,66.36,0.395,9.36,Verified
2235,2024-11-04 14:14:22.649443,Medical_Record,911,Not_Encrypted,Doctor,45.21,0.445,13.65,Verified
2236,2024-11-04 14:14:32.649443,Medical_Record,494,Not_Encrypted,Doctor,56.62,0.231,11.23,Verified
2237,2024-11-04 14:14:42.649443,Medical_Record,887,Not_Encrypted,Doctor,38.36,0.689,8.36,Verified
2238,2024-11-04 14:14:52.649443,Medical_Record,741,Not_Encrypted,Admin,48.82,0.466,9.21,Verified
2239,2024-11-04 14:15:02.649443,Medical_Record,235,Not_Encrypted,Doctor,55.88,0.619,10.67,Verified
2240,2024-11-04 14:15:12.649443,Sensor_Data,956,Not_Encrypted,Admin,43.95,0.39,7.59,Verified
2241,2024-11-04 14:15:22.649443,Sensor_Data,307,Encrypted,Nurse,41.84,0.453,12.53,Verified
2242,2024-11-04 14:15:32.649443,Medical_Record,944,Not_Encrypted,Nurse,56.03,0.587,8.22,Verified
2243,2024-11-04 14:15:42.649443,Sensor_Data,664,Not_Encrypted,Doctor,49.6,0.336,8.49,Corrupted
2244,2024-11-04 14:15:52.649443,Sensor_Data,155,Not_Encrypted,Nurse,48.15,0.469,5.87,Verified
2245,2024-11-04 14:16:02.649443,Medical_Record,110,Not_Encrypted,Nurse,49.34,0.426,8.41,Verified
2246,2024-11-04 14:16:12.649443,Sensor_Data,95,Not_Encrypted,Doctor,70.77,0.521,10.65,Verified
2247,2024-11-04 14:16:22.649443,Sensor_Data,44,Not_Encrypted,Admin,54.51,0.645,8.84,Verified
2248,2024-11-04 14:16:32.649443,Medical_Record,133,Encrypted,Admin,51.34,0.546,10.76,Verified
2249,2024-11-04 14:16:42.649443,Medical_Record,500,Not_Encrypted,Doctor,55.97,0.358,12.68,Verified
2250,2024-11-04 14:16:52.649443,Medical_Record,681,Not_Encrypted,Doctor,40.54,0.618,6.33,Verified
2251,2024-11-04 14:17:02.649443,Medical_Record,5,Not_Encrypted,Doctor,59.99,0.539,7.73,Verified
2252,2024-11-04 14:17:12.649443,Medical_Record,25,Encrypted,Nurse,42.47,0.439,12.07,Verified
2253,2024-11-04 14:17:22.649443,Medical_Record,7,Not_Encrypted,Admin,44.81,0.524,11.2,Verified
2254,2024-11-04 14:17:32.649443,Sensor_Data,130,Not_Encrypted,Admin,41.87,0.359,9.03,Verified
2255,2024-11-04 14:17:42.649443,Sensor_Data,111,Not_Encrypted,Admin,42.21,0.573,10.35,Corrupted
2256,2024-11-04 14:17:52.649443,Medical_Record,207,Not_Encrypted,Doctor,31.75,0.362,9.77,Verified
2257,2024-11-04 14:18:02.649443,Sensor_Data,709,Encrypted,Nurse,42.13,0.592,16.07,Verified
2258,2024-11-04 14:18:12.649443,Medical_Record,519,Encrypted,Doctor,72.39,0.606,9.01,Verified
2259,2024-11-04 14:18:22.649443,Medical_Record,815,Not_Encrypted,Nurse,62.75,0.495,12.32,Verified
2260,2024-11-04 14:18:32.649443,Sensor_Data,62,Not_Encrypted,Doctor,49.01,0.373,6.94,Verified
2261,2024-11-04 14:18:42.649443,Sensor_Data,316,Encrypted,Admin,44.44,0.491,12.25,Verified
2262,2024-11-04 14:18:52.649443,Sensor_Data,29,Not_Encrypted,Nurse,62.39,0.463,11.09,Verified
2263,2024-11-04 14:19:02.649443,Medical_Record,264,Not_Encrypted,Nurse,69.26,0.301,10.83,Verified
2264,2024-11-04 14:19:12.649443,Medical_Record,601,Not_Encrypted,Admin,47.39,0.515,9.8,Verified
2265,2024-11-04 14:19:22.649443,Medical_Record,922,Not_Encrypted,Doctor,42.69,0.647,7.2,Verified
2266,2024-11-04 14:19:32.649443,Medical_Record,811,Not_Encrypted,Admin,43.35,0.605,10.98,Verified
2267,2024-11-04 14:19:42.649443,Sensor_Data,310,Not_Encrypted,Doctor,49.79,0.804,10.24,Verified
2268,2024-11-04 14:19:52.649443,Medical_Record,826,Not_Encrypted,Doctor,47.36,0.481,8.87,Verified
2269,2024-11-04 14:20:02.649443,Medical_Record,899,Not_Encrypted,Doctor,48.95,0.433,7.18,Verified
2270,2024-11-04 14:20:12.649443,Sensor_Data,36,Not_Encrypted,Nurse,46.59,0.59,11.42,Verified
2271,2024-11-04 14:20:22.649443,Sensor_Data,929,Encrypted,Nurse,39.65,0.505,12.53,Verified
2272,2024-11-04 14:20:32.649443,Medical_Record,838,Encrypted,Doctor,53.96,0.428,11.17,Verified
2273,2024-11-04 14:20:42.649443,Sensor_Data,264,Encrypted,Admin,57.49,0.527,12.43,Verified
2274,2024-11-04 14:20:52.649443,Medical_Record,167,Not_Encrypted,Nurse,45.11,0.543,11.11,Verified
2275,2024-11-04 14:21:02.649443,Sensor_Data,163,Not_Encrypted,Admin,51.36,0.536,10.06,Verified
2276,2024-11-04 14:21:12.649443,Medical_Record,729,Not_Encrypted,Admin,44.25,0.575,8.78,Verified
2277,2024-11-04 14:21:22.649443,Medical_Record,565,Not_Encrypted,Nurse,50.53,0.318,9.81,Verified
2278,2024-11-04 14:21:32.649443,Medical_Record,665,Encrypted,Doctor,50.45,0.449,9.11,Verified
2279,2024-11-04 14:21:42.649443,Sensor_Data,96,Encrypted,Doctor,26.12,0.358,8.12,Verified
2280,2024-11-04 14:21:52.649443,Sensor_Data,303,Encrypted,Nurse,58.65,0.547,8.72,Verified
2281,2024-11-04 14:22:02.649443,Medical_Record,562,Encrypted,Doctor,45.63,0.488,8.79,Verified
2282,2024-11-04 14:22:12.649443,Medical_Record,890,Encrypted,Nurse,62.93,0.402,12.61,Verified
2283,2024-11-04 14:22:22.649443,Medical_Record,802,Not_Encrypted,Doctor,43.02,0.46,8.71,Verified
2284,2024-11-04 14:22:32.649443,Medical_Record,890,Encrypted,Nurse,52.6,0.599,11.69,Verified
2285,2024-11-04 14:22:42.649443,Sensor_Data,207,Encrypted,Nurse,69.07,0.474,8.68,Verified
2286,2024-11-04 14:22:52.649443,Sensor_Data,579,Encrypted,Nurse,52.48,0.314,8.88,Verified
2287,2024-11-04 14:23:02.649443,Medical_Record,861,Not_Encrypted,Admin,53.95,0.439,7.37,Verified
2288,2024-11-04 14:23:12.649443,Medical_Record,810,Not_Encrypted,Doctor,41.7,0.397,12.45,Verified
2289,2024-11-04 14:23:22.649443,Medical_Record,872,Encrypted,Doctor,53.91,0.531,11.24,Verified
2290,2024-11-04 14:23:32.649443,Sensor_Data,861,Not_Encrypted,Admin,51.85,0.391,12.11,Verified
2291,2024-11-04 14:23:42.649443,Medical_Record,125,Not_Encrypted,Doctor,44.92,0.473,10.44,Verified
2292,2024-11-04 14:23:52.649443,Sensor_Data,531,Not_Encrypted,Admin,33.52,0.419,7.88,Verified
2293,2024-11-04 14:24:02.649443,Sensor_Data,134,Encrypted,Nurse,47.48,0.423,10.56,Verified
2294,2024-11-04 14:24:12.649443,Sensor_Data,991,Not_Encrypted,Admin,50.18,0.551,14.29,Verified
2295,2024-11-04 14:24:22.649443,Medical_Record,20,Not_Encrypted,Nurse,52.58,0.599,9.0,Verified
2296,2024-11-04 14:24:32.649443,Medical_Record,196,Not_Encrypted,Nurse,55.87,0.594,12.85,Verified
2297,2024-11-04 14:24:42.649443,Sensor_Data,273,Encrypted,Doctor,47.37,0.543,8.86,Verified
2298,2024-11-04 14:24:52.649443,Medical_Record,270,Encrypted,Admin,60.55,0.627,9.19,Verified
2299,2024-11-04 14:25:02.649443,Medical_Record,904,Encrypted,Nurse,49.84,0.547,12.08,Verified
2300,2024-11-04 14:25:12.649443,Sensor_Data,290,Not_Encrypted,Nurse,48.6,0.52,8.45,Verified
2301,2024-11-04 14:25:22.649443,Sensor_Data,825,Not_Encrypted,Doctor,47.65,0.678,13.04,Verified
2302,2024-11-04 14:25:32.649443,Medical_Record,803,Encrypted,Admin,34.72,0.376,9.36,Verified
2303,2024-11-04 14:25:42.649443,Medical_Record,244,Not_Encrypted,Nurse,35.78,0.499,9.34,Verified
2304,2024-11-04 14:25:52.649443,Sensor_Data,247,Encrypted,Admin,49.79,0.365,12.02,Verified
2305,2024-11-04 14:26:02.649443,Medical_Record,390,Encrypted,Admin,46.24,0.563,7.59,Verified
2306,2024-11-04 14:26:12.649443,Sensor_Data,395,Encrypted,Nurse,44.67,0.377,12.58,Verified
2307,2024-11-04 14:26:22.649443,Sensor_Data,779,Encrypted,Doctor,56.11,0.591,9.89,Verified
2308,2024-11-04 14:26:32.649443,Sensor_Data,724,Encrypted,Doctor,44.11,0.403,7.92,Verified
2309,2024-11-04 14:26:42.649443,Medical_Record,612,Not_Encrypted,Nurse,47.57,0.435,11.55,Verified
2310,2024-11-04 14:26:52.649443,Medical_Record,737,Encrypted,Doctor,48.76,0.509,7.22,Verified
2311,2024-11-04 14:27:02.649443,Sensor_Data,955,Encrypted,Nurse,51.88,0.575,8.83,Verified
2312,2024-11-04 14:27:12.649443,Medical_Record,689,Not_Encrypted,Doctor,48.42,0.428,7.64,Verified
2313,2024-11-04 14:27:22.649443,Medical_Record,466,Encrypted,Doctor,53.77,0.651,11.37,Verified
2314,2024-11-04 14:27:32.649443,Sensor_Data,225,Encrypted,Doctor,34.17,0.444,9.53,Verified
2315,2024-11-04 14:27:42.649443,Medical_Record,304,Encrypted,Doctor,44.36,0.619,7.66,Verified
2316,2024-11-04 14:27:52.649443,Medical_Record,552,Not_Encrypted,Doctor,42.28,0.462,9.22,Verified
2317,2024-11-04 14:28:02.649443,Sensor_Data,919,Encrypted,Admin,56.02,0.294,11.32,Verified
2318,2024-11-04 14:28:12.649443,Medical_Record,671,Encrypted,Admin,51.82,0.46,11.24,Verified
2319,2024-11-04 14:28:22.649443,Sensor_Data,620,Not_Encrypted,Nurse,51.93,0.405,10.2,Verified
2320,2024-11-04 14:28:32.649443,Medical_Record,660,Encrypted,Doctor,55.87,0.374,9.15,Verified
2321,2024-11-04 14:28:42.649443,Medical_Record,890,Not_Encrypted,Doctor,36.87,0.576,10.38,Verified
2322,2024-11-04 14:28:52.649443,Medical_Record,91,Not_Encrypted,Admin,60.11,0.283,10.49,Verified
2323,2024-11-04 14:29:02.649443,Medical_Record,757,Not_Encrypted,Admin,41.0,0.393,10.37,Verified
2324,2024-11-04 14:29:12.649443,Sensor_Data,757,Encrypted,Admin,56.93,0.424,7.05,Verified
2325,2024-11-04 14:29:22.649443,Sensor_Data,638,Encrypted,Doctor,53.62,0.464,11.01,Verified
2326,2024-11-04 14:29:32.649443,Sensor_Data,43,Encrypted,Doctor,32.78,0.52,12.56,Verified
2327,2024-11-04 14:29:42.649443,Medical_Record,446,Encrypted,Admin,35.41,0.483,13.77,Verified
2328,2024-11-04 14:29:52.649443,Sensor_Data,569,Not_Encrypted,Doctor,39.2,0.191,9.95,Verified
2329,2024-11-04 14:30:02.649443,Sensor_Data,488,Not_Encrypted,Nurse,50.14,0.535,7.07,Verified
2330,2024-11-04 14:30:12.649443,Sensor_Data,103,Encrypted,Admin,39.19,0.57,7.63,Verified
2331,2024-11-04 14:30:22.649443,Sensor_Data,808,Not_Encrypted,Doctor,68.57,0.542,10.07,Verified
2332,2024-11-04 14:30:32.649443,Sensor_Data,41,Not_Encrypted,Doctor,35.74,0.592,9.11,Verified
2333,2024-11-04 14:30:42.649443,Medical_Record,280,Not_Encrypted,Admin,31.11,0.377,9.65,Verified
2334,2024-11-04 14:30:52.649443,Medical_Record,599,Not_Encrypted,Nurse,57.1,0.52,10.33,Verified
2335,2024-11-04 14:31:02.649443,Sensor_Data,681,Not_Encrypted,Admin,58.29,0.404,12.66,Verified
2336,2024-11-04 14:31:12.649443,Medical_Record,581,Not_Encrypted,Nurse,26.24,0.621,12.66,Verified
2337,2024-11-04 14:31:22.649443,Sensor_Data,423,Not_Encrypted,Nurse,30.33,0.45,9.99,Verified
2338,2024-11-04 14:31:32.649443,Medical_Record,456,Not_Encrypted,Doctor,61.13,0.418,9.55,Verified
2339,2024-11-04 14:31:42.649443,Medical_Record,421,Encrypted,Nurse,58.48,0.562,7.97,Verified
2340,2024-11-04 14:31:52.649443,Sensor_Data,911,Encrypted,Doctor,51.3,0.617,9.84,Verified
2341,2024-11-04 14:32:02.649443,Medical_Record,674,Encrypted,Admin,64.36,0.603,9.89,Verified
2342,2024-11-04 14:32:12.649443,Medical_Record,713,Not_Encrypted,Doctor,63.59,0.615,9.57,Verified
2343,2024-11-04 14:32:22.649443,Medical_Record,259,Encrypted,Doctor,53.18,0.399,9.29,Verified
2344,2024-11-04 14:32:32.649443,Medical_Record,942,Not_Encrypted,Doctor,42.83,0.41,10.3,Verified
2345,2024-11-04 14:32:42.649443,Medical_Record,231,Encrypted,Admin,48.24,0.332,10.19,Verified
2346,2024-11-04 14:32:52.649443,Sensor_Data,217,Encrypted,Doctor,40.48,0.408,10.85,Verified
2347,2024-11-04 14:33:02.649443,Sensor_Data,148,Not_Encrypted,Nurse,61.43,0.462,8.5,Verified
2348,2024-11-04 14:33:12.649443,Medical_Record,96,Not_Encrypted,Nurse,56.23,0.651,6.55,Verified
2349,2024-11-04 14:33:22.649443,Medical_Record,358,Not_Encrypted,Nurse,41.93,0.469,8.26,Verified
2350,2024-11-04 14:33:32.649443,Medical_Record,510,Encrypted,Nurse,53.08,0.553,10.48,Verified
2351,2024-11-04 14:33:42.649443,Medical_Record,547,Not_Encrypted,Doctor,63.63,0.492,11.5,Verified
2352,2024-11-04 14:33:52.649443,Sensor_Data,616,Not_Encrypted,Nurse,51.52,0.478,11.71,Verified
2353,2024-11-04 14:34:02.649443,Sensor_Data,43,Encrypted,Doctor,59.22,0.545,12.25,Verified
2354,2024-11-04 14:34:12.649443,Sensor_Data,203,Not_Encrypted,Admin,36.64,0.414,9.22,Verified
2355,2024-11-04 14:34:22.649443,Medical_Record,163,Encrypted,Nurse,51.43,0.349,12.45,Verified
2356,2024-11-04 14:34:32.649443,Medical_Record,136,Encrypted,Admin,53.53,0.426,9.37,Verified
2357,2024-11-04 14:34:42.649443,Sensor_Data,354,Not_Encrypted,Admin,26.98,0.478,10.6,Verified
2358,2024-11-04 14:34:52.649443,Medical_Record,701,Not_Encrypted,Admin,49.51,0.577,10.99,Verified
2359,2024-11-04 14:35:02.649443,Medical_Record,994,Encrypted,Doctor,57.34,0.361,11.56,Verified
2360,2024-11-04 14:35:12.649443,Medical_Record,860,Encrypted,Nurse,51.56,0.327,10.82,Verified
2361,2024-11-04 14:35:22.649443,Sensor_Data,86,Not_Encrypted,Admin,47.66,0.478,11.32,Verified
2362,2024-11-04 14:35:32.649443,Sensor_Data,459,Not_Encrypted,Doctor,42.5,0.479,6.81,Verified
2363,2024-11-04 14:35:42.649443,Medical_Record,107,Not_Encrypted,Nurse,58.06,0.667,8.87,Verified
2364,2024-11-04 14:35:52.649443,Sensor_Data,352,Encrypted,Nurse,31.4,0.705,9.06,Verified
2365,2024-11-04 14:36:02.649443,Sensor_Data,296,Not_Encrypted,Nurse,58.48,0.574,9.42,Verified
2366,2024-11-04 14:36:12.649443,Medical_Record,681,Encrypted,Admin,60.42,0.435,11.73,Verified
2367,2024-11-04 14:36:22.649443,Sensor_Data,624,Not_Encrypted,Doctor,50.84,0.55,9.42,Verified
2368,2024-11-04 14:36:32.649443,Medical_Record,620,Encrypted,Nurse,64.3,0.617,8.38,Verified
2369,2024-11-04 14:36:42.649443,Medical_Record,802,Not_Encrypted,Admin,62.63,0.34,13.14,Verified
2370,2024-11-04 14:36:52.649443,Sensor_Data,899,Encrypted,Admin,45.16,0.519,11.18,Verified
2371,2024-11-04 14:37:02.649443,Medical_Record,266,Encrypted,Nurse,58.7,0.508,8.88,Verified
2372,2024-11-04 14:37:12.649443,Sensor_Data,216,Not_Encrypted,Doctor,52.79,0.271,11.5,Verified
2373,2024-11-04 14:37:22.649443,Medical_Record,781,Not_Encrypted,Nurse,30.68,0.493,7.56,Verified
2374,2024-11-04 14:37:32.649443,Medical_Record,299,Not_Encrypted,Admin,51.18,0.571,8.75,Verified
2375,2024-11-04 14:37:42.649443,Medical_Record,810,Not_Encrypted,Nurse,50.08,0.52,9.92,Verified
2376,2024-11-04 14:37:52.649443,Medical_Record,666,Not_Encrypted,Admin,59.64,0.735,13.71,Verified
2377,2024-11-04 14:38:02.649443,Medical_Record,337,Not_Encrypted,Doctor,55.58,0.595,12.29,Verified
2378,2024-11-04 14:38:12.649443,Medical_Record,813,Encrypted,Admin,53.94,0.439,11.37,Verified
2379,2024-11-04 14:38:22.649443,Medical_Record,431,Encrypted,Nurse,76.07,0.472,8.27,Verified
2380,2024-11-04 14:38:32.649443,Medical_Record,82,Not_Encrypted,Nurse,49.65,0.438,10.51,Verified
2381,2024-11-04 14:38:42.649443,Medical_Record,807,Encrypted,Doctor,53.08,0.588,10.53,Verified
2382,2024-11-04 14:38:52.649443,Sensor_Data,130,Encrypted,Nurse,60.57,0.526,8.46,Verified
2383,2024-11-04 14:39:02.649443,Medical_Record,19,Encrypted,Nurse,51.74,0.601,9.47,Verified
2384,2024-11-04 14:39:12.649443,Sensor_Data,239,Not_Encrypted,Nurse,52.85,0.457,8.99,Verified
2385,2024-11-04 14:39:22.649443,Medical_Record,974,Encrypted,Nurse,52.3,0.492,11.12,Verified
2386,2024-11-04 14:39:32.649443,Sensor_Data,774,Not_Encrypted,Nurse,28.87,0.562,10.47,Verified
2387,2024-11-04 14:39:42.649443,Medical_Record,617,Not_Encrypted,Nurse,49.69,0.385,8.51,Verified
2388,2024-11-04 14:39:52.649443,Sensor_Data,911,Not_Encrypted,Admin,49.83,0.462,10.3,Verified
2389,2024-11-04 14:40:02.649443,Medical_Record,126,Not_Encrypted,Doctor,51.28,0.477,11.31,Verified
2390,2024-11-04 14:40:12.649443,Medical_Record,606,Not_Encrypted,Admin,69.24,0.492,9.35,Verified
2391,2024-11-04 14:40:22.649443,Medical_Record,724,Not_Encrypted,Nurse,49.87,0.478,11.1,Verified
2392,2024-11-04 14:40:32.649443,Medical_Record,849,Encrypted,Admin,63.06,0.405,7.78,Verified
2393,2024-11-04 14:40:42.649443,Medical_Record,550,Not_Encrypted,Doctor,40.69,0.361,10.2,Verified
2394,2024-11-04 14:40:52.649443,Medical_Record,434,Not_Encrypted,Doctor,46.08,0.438,14.43,Verified
2395,2024-11-04 14:41:02.649443,Sensor_Data,504,Encrypted,Admin,62.71,0.598,10.2,Verified
2396,2024-11-04 14:41:12.649443,Medical_Record,78,Not_Encrypted,Doctor,42.92,0.359,6.71,Corrupted
2397,2024-11-04 14:41:22.649443,Medical_Record,673,Not_Encrypted,Doctor,57.59,0.359,7.93,Verified
2398,2024-11-04 14:41:32.649443,Medical_Record,468,Encrypted,Doctor,41.83,0.607,9.87,Verified
2399,2024-11-04 14:41:42.649443,Sensor_Data,326,Encrypted,Admin,57.44,0.487,7.74,Verified
2400,2024-11-04 14:41:52.649443,Sensor_Data,333,Encrypted,Doctor,60.58,0.406,12.42,Verified
2401,2024-11-04 14:42:02.649443,Sensor_Data,658,Not_Encrypted,Admin,35.09,0.383,6.65,Verified
2402,2024-11-04 14:42:12.649443,Medical_Record,271,Encrypted,Nurse,66.74,0.349,7.87,Verified
2403,2024-11-04 14:42:22.649443,Medical_Record,226,Not_Encrypted,Nurse,54.34,0.584,10.44,Verified
2404,2024-11-04 14:42:32.649443,Medical_Record,712,Encrypted,Admin,56.91,0.386,8.09,Corrupted
2405,2024-11-04 14:42:42.649443,Sensor_Data,836,Encrypted,Doctor,43.14,0.325,10.01,Verified
2406,2024-11-04 14:42:52.649443,Sensor_Data,136,Not_Encrypted,Doctor,31.62,0.544,8.31,Verified
2407,2024-11-04 14:43:02.649443,Medical_Record,641,Encrypted,Admin,58.06,0.379,11.43,Verified
2408,2024-11-04 14:43:12.649443,Medical_Record,252,Not_Encrypted,Doctor,33.89,0.487,5.12,Verified
2409,2024-11-04 14:43:22.649443,Medical_Record,125,Encrypted,Nurse,51.38,0.49,12.06,Verified
2410,2024-11-04 14:43:32.649443,Sensor_Data,707,Encrypted,Nurse,61.68,0.489,8.59,Verified
2411,2024-11-04 14:43:42.649443,Medical_Record,551,Encrypted,Admin,48.37,0.491,14.41,Verified
2412,2024-11-04 14:43:52.649443,Sensor_Data,9,Encrypted,Doctor,59.06,0.577,8.4,Verified
2413,2024-11-04 14:44:02.649443,Medical_Record,761,Encrypted,Admin,33.88,0.527,9.55,Verified
2414,2024-11-04 14:44:12.649443,Medical_Record,653,Not_Encrypted,Admin,59.12,0.599,9.3,Verified
2415,2024-11-04 14:44:22.649443,Sensor_Data,276,Encrypted,Nurse,56.68,0.59,11.05,Verified
2416,2024-11-04 14:44:32.649443,Medical_Record,860,Not_Encrypted,Doctor,53.49,0.528,7.35,Verified
2417,2024-11-04 14:44:42.649443,Sensor_Data,342,Not_Encrypted,Doctor,42.23,0.533,9.39,Verified
2418,2024-11-04 14:44:52.649443,Sensor_Data,357,Encrypted,Admin,54.43,0.574,9.03,Verified
2419,2024-11-04 14:45:02.649443,Sensor_Data,712,Not_Encrypted,Doctor,33.94,0.522,9.32,Verified
2420,2024-11-04 14:45:12.649443,Sensor_Data,12,Not_Encrypted,Doctor,48.23,0.553,9.39,Verified
2421,2024-11-04 14:45:22.649443,Medical_Record,900,Encrypted,Admin,30.94,0.534,8.06,Verified
2422,2024-11-04 14:45:32.649443,Medical_Record,24,Not_Encrypted,Doctor,48.08,0.482,12.07,Verified
2423,2024-11-04 14:45:42.649443,Sensor_Data,770,Encrypted,Doctor,45.69,0.471,10.88,Verified
2424,2024-11-04 14:45:52.649443,Sensor_Data,837,Encrypted,Doctor,51.22,0.364,9.47,Verified
2425,2024-11-04 14:46:02.649443,Medical_Record,244,Encrypted,Doctor,40.88,0.415,7.96,Verified
2426,2024-11-04 14:46:12.649443,Sensor_Data,6,Encrypted,Doctor,62.15,0.504,10.47,Verified
2427,2024-11-04 14:46:22.649443,Medical_Record,994,Not_Encrypted,Doctor,47.7,0.464,7.76,Verified
2428,2024-11-04 14:46:32.649443,Medical_Record,95,Not_Encrypted,Doctor,40.25,0.337,6.77,Verified
2429,2024-11-04 14:46:42.649443,Sensor_Data,60,Encrypted,Nurse,54.21,0.433,11.36,Verified
2430,2024-11-04 14:46:52.649443,Sensor_Data,489,Encrypted,Doctor,53.34,0.4,10.48,Verified
2431,2024-11-04 14:47:02.649443,Medical_Record,967,Encrypted,Admin,66.54,0.496,9.5,Verified
2432,2024-11-04 14:47:12.649443,Sensor_Data,811,Encrypted,Nurse,35.67,0.618,11.01,Verified
2433,2024-11-04 14:47:22.649443,Medical_Record,630,Encrypted,Nurse,54.31,0.517,7.14,Verified
2434,2024-11-04 14:47:32.649443,Medical_Record,89,Not_Encrypted,Nurse,58.75,0.377,5.48,Verified
2435,2024-11-04 14:47:42.649443,Medical_Record,96,Not_Encrypted,Nurse,54.78,0.635,12.51,Verified
2436,2024-11-04 14:47:52.649443,Sensor_Data,840,Encrypted,Doctor,56.82,0.424,11.2,Verified
2437,2024-11-04 14:48:02.649443,Sensor_Data,6,Not_Encrypted,Admin,54.44,0.669,8.37,Verified
2438,2024-11-04 14:48:12.649443,Medical_Record,809,Encrypted,Admin,56.95,0.581,9.55,Verified
2439,2024-11-04 14:48:22.649443,Medical_Record,288,Not_Encrypted,Nurse,53.83,0.457,6.44,Verified
2440,2024-11-04 14:48:32.649443,Sensor_Data,990,Encrypted,Nurse,63.98,0.557,8.52,Verified
2441,2024-11-04 14:48:42.649443,Medical_Record,632,Not_Encrypted,Admin,47.93,0.593,10.47,Verified
2442,2024-11-04 14:48:52.649443,Medical_Record,862,Not_Encrypted,Doctor,49.37,0.586,10.93,Verified
2443,2024-11-04 14:49:02.649443,Sensor_Data,366,Not_Encrypted,Doctor,45.38,0.486,6.45,Verified
2444,2024-11-04 14:49:12.649443,Medical_Record,852,Not_Encrypted,Nurse,82.99,0.525,9.5,Verified
2445,2024-11-04 14:49:22.649443,Medical_Record,115,Encrypted,Admin,46.7,0.522,9.86,Verified
2446,2024-11-04 14:49:32.649443,Medical_Record,984,Not_Encrypted,Nurse,36.21,0.421,13.06,Verified
2447,2024-11-04 14:49:42.649443,Sensor_Data,580,Encrypted,Doctor,64.75,0.694,9.12,Verified
2448,2024-11-04 14:49:52.649443,Sensor_Data,901,Not_Encrypted,Doctor,54.57,0.586,9.81,Verified
2449,2024-11-04 14:50:02.649443,Medical_Record,302,Not_Encrypted,Admin,45.44,0.435,8.01,Verified
2450,2024-11-04 14:50:12.649443,Medical_Record,72,Not_Encrypted,Nurse,50.69,0.557,10.47,Verified
2451,2024-11-04 14:50:22.649443,Medical_Record,195,Not_Encrypted,Doctor,52.8,0.374,9.69,Verified
2452,2024-11-04 14:50:32.649443,Sensor_Data,408,Not_Encrypted,Admin,37.13,0.393,10.56,Verified
2453,2024-11-04 14:50:42.649443,Medical_Record,43,Encrypted,Admin,62.27,0.575,11.04,Verified
2454,2024-11-04 14:50:52.649443,Medical_Record,9,Encrypted,Doctor,39.92,0.356,8.16,Verified
2455,2024-11-04 14:51:02.649443,Medical_Record,131,Not_Encrypted,Doctor,52.83,0.339,11.86,Verified
2456,2024-11-04 14:51:12.649443,Medical_Record,247,Encrypted,Nurse,48.58,0.686,13.25,Verified
